[0.0037 0.0419 0.095  0.0421 0.0035 0.0032 0.041  0.089  0.0394 0.0035
 0.0033 0.0406 0.0911 0.0406 0.0035 0.0037 0.0461 0.1074 0.0464 0.0039
 0.0045 0.0568 0.128  0.0569 0.005 ]
[0.0035 0.0418 0.0948 0.0418 0.0035 0.0033 0.0399 0.0904 0.0399 0.0033
 0.0034 0.0403 0.0915 0.0403 0.0034 0.0039 0.0467 0.1059 0.0467 0.0039
 0.0047 0.0568 0.1289 0.0568 0.0047]
[0.7476 0.2524]
[0.75 0.25]
dist, p, rc, ome, varpi,theta,  mom0, mom1, mom2, mom4, mom5, mom7, mom8
2.8215512444152537, 2.116316040375298, 0.06868415649722072, 0.448704166754681, 0.575016619113812, 0.502257346263903, -2.7929080005656934, 0.40101910831954946, -0.6458714406465431, 0.07034838386158804, 0.02158951093410178, 0.26853000000000005, 0.1935165871582406
0.15378256124507655, 2.222131842394063, 0.06868415649722072, 0.448704166754681, 0.575016619113812, 0.502257346263903, 0.10921975319154953, -0.1082595106947779, 0.022641210263658507, 0.41761909452765567, 0.09512049267825987, 0.47475999999999996, 0.10910211388151839
38.727392786526785, 2.116316040375298, 0.07211836432208175, 0.448704166754681, 0.575016619113812, 0.502257346263903, -38.58720590841271, -3.2921865414471263, 7.317514274050543, 0.08797116787929066, 0.010816434456595463, 0.25661999999999996, 0.07783883226274227
0.18447968660026798, 2.222131842394063, 0.06524994867235968, 0.448704166754681, 0.575016619113812, 0.502257346263903, 0.014799633336381901, 0.18388508808829973, -0.8264349214481992, 0.29218271652282407, 0.07522952934774252, 0.39278, 0.14560086642431377
0.7048886018558943, 2.327947644412828, 0.06524994867235968, 0.448704166754681, 0.575016619113812, 0.502257346263903, 0.4005790718223503, -0.5800037484743541, -0.3401141028327428, 0.6036286095108739, 0.12554594621327558, 0.45931999999999995, 0.07757650586379736
0.30099779086761547, 2.2750397434034455, 0.06610850062857496, 0.448704166754681, 0.575016619113812, 0.502257346263903, 0.2692157737826869, -0.13461997345778198, -0.4560725445917686, 0.46109495897196806, 0.10388276724276484, 0.44204, 0.10600358649560421
1.1890277215668181, 2.1692239413846806, 0.06782560454100545, 0.448704166754681, 0.575016619113812, 0.502257346263903, -1.1307343030530768, 0.36773204722114106, -0.8466633288079928, 0.1265780427231074, 0.035433881828487404, 0.25873999999999997, 0.1824518642048626
0.19365056177761936, 2.248585792898754, 0.06653777660668259, 0.448704166754681, 0.575016619113812, 0.502257346263903, 0.19290598459279773, -0.016965293545083693, -0.49684338368567715, 0.4047472658597631, 0.09476024059076833, 0.43467, 0.11727547155582947
0.17881909550650213, 2.195677891889372, 0.06739632856289782, 0.448704166754681, 0.575016619113812, 0.502257346263903, -0.05454657082374892, 0.1702966251254947, -0.5784203666125936, 0.28903788255841484, 0.0736830500659601, 0.41341000000000006, 0.1413128894733937
1.195226423509501, 2.195677891889372, 0.07083053638775887, 0.448704166754681, 0.575016619113812, 0.502257346263903, -0.7697708964748893, -0.9143407299226904, 2.792407294925252, 0.44884079956665934, 0.08564755601117713, 0.63418, 0.08446592282984267
0.1402305598529214, 2.21551835476789, 0.06664509560120949, 0.448704166754681, 0.575016619113812, 0.502257346263903, 0.04392974343778644, 0.1331720224302163, -0.6308643548221649, 0.3191943929059477, 0.07986289446163466, 0.41517000000000004, 0.13611253550976427
